rung,group_id,group_name,n_native,raw_stored_train,selected_train,unique_sampled_train,repeat_factor,effective_share_exact,share_provenance,test_selected
L188,38,label_X_YY_cctauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,39,label_X_YY_cctauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,40,label_X_YY_cctauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,41,label_X_YY_ccb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,42,label_X_YY_ccc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,43,label_X_YY_ccs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,44,label_X_YY_ccq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,45,label_X_YY_ccg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,46,label_X_YY_cce,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,47,label_X_YY_ccm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,48,label_X_YY_ssss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,49,label_X_YY_ssqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,50,label_X_YY_ssgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,51,label_X_YY_ssee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,52,label_X_YY_ssmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,53,label_X_YY_sstauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,54,label_X_YY_sstauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,55,label_X_YY_sstauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,56,label_X_YY_ssb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,57,label_X_YY_ssc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,58,label_X_YY_sss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,59,label_X_YY_ssq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,60,label_X_YY_ssg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,61,label_X_YY_sse,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,62,label_X_YY_ssm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,63,label_X_YY_qqqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,64,label_X_YY_qqgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,65,label_X_YY_qqee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,66,label_X_YY_qqmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,67,label_X_YY_qqtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,68,label_X_YY_qqtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,69,label_X_YY_qqtauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,70,label_X_YY_qqb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,71,label_X_YY_qqc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,72,label_X_YY_qqs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,73,label_X_YY_qqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,74,label_X_YY_qqg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,75,label_X_YY_qqe,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,76,label_X_YY_qqm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,77,label_X_YY_gggg,1,,,,,0.00433088,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L188,78,label_X_YY_ggee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,79,label_X_YY_ggmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,80,label_X_YY_ggtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,81,label_X_YY_ggtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,82,label_X_YY_ggtauhtauh,1,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L188,83,label_X_YY_ggb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,84,label_X_YY_ggc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,85,label_X_YY_ggs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,86,label_X_YY_ggq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,87,label_X_YY_ggg,1,,,,,0.00086618,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L188,88,label_X_YY_gge,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,89,label_X_YY_ggm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,90,label_X_YY_bee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,91,label_X_YY_cee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,92,label_X_YY_see,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,93,label_X_YY_qee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,94,label_X_YY_gee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,95,label_X_YY_bmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,96,label_X_YY_cmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,97,label_X_YY_smm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,98,label_X_YY_qmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,99,label_X_YY_gmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,100,label_X_YY_btauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,101,label_X_YY_ctauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,102,label_X_YY_stauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,103,label_X_YY_qtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,104,label_X_YY_gtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,105,label_X_YY_btauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,106,label_X_YY_ctauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,107,label_X_YY_stauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,108,label_X_YY_qtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,109,label_X_YY_gtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,110,label_X_YY_btauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,111,label_X_YY_ctauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,112,label_X_YY_stauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,113,label_X_YY_qtauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,114,label_X_YY_gtauhtauh,1,,,,,0.00034647,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L188,115,label_X_YY_qqqb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,116,label_X_YY_qqqc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,117,label_X_YY_qqqs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,118,label_X_YY_bbcq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,119,label_X_YY_ccbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,120,label_X_YY_ccbq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,121,label_X_YY_ccsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,122,label_X_YY_sscq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,123,label_X_YY_qqbc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,124,label_X_YY_qqbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,125,label_X_YY_qqcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,126,label_X_YY_bcsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,127,label_X_YY_bcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,128,label_X_YY_bcq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,129,label_X_YY_bsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,130,label_X_YY_csq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,131,label_X_YY_bcev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,132,label_X_YY_csev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,133,label_X_YY_bqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,134,label_X_YY_cqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,135,label_X_YY_sqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,136,label_X_YY_qqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,137,label_X_YY_bcmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,138,label_X_YY_csmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,139,label_X_YY_bqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,140,label_X_YY_cqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,141,label_X_YY_sqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,142,label_X_YY_qqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,143,label_X_YY_bctauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,144,label_X_YY_cstauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,145,label_X_YY_bqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,146,label_X_YY_cqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,147,label_X_YY_sqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,148,label_X_YY_qqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,149,label_X_YY_bctaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,150,label_X_YY_cstaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,151,label_X_YY_bqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,152,label_X_YY_cqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,153,label_X_YY_sqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,154,label_X_YY_qqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,155,label_X_YY_bctauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,156,label_X_YY_cstauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,157,label_X_YY_bqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,158,label_X_YY_cqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,159,label_X_YY_sqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,160,label_X_YY_qqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,161,label_QCD_bbccss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,162,label_QCD_bbccs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,163,label_QCD_bbcc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,164,label_QCD_bbcss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,165,label_QCD_bbcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,166,label_QCD_bbc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,167,label_QCD_bbss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,168,label_QCD_bbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,169,label_QCD_bb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,170,label_QCD_bccss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,171,label_QCD_bccs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,172,label_QCD_bcc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,173,label_QCD_bcss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,174,label_QCD_bcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,175,label_QCD_bc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,176,label_QCD_bss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,177,label_QCD_bs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,178,label_QCD_b,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,179,label_QCD_ccss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,180,label_QCD_ccs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,181,label_QCD_cc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,182,label_QCD_css,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,183,label_QCD_cs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,184,label_QCD_c,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,185,label_QCD_ss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,186,label_QCD_s,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L188,187,label_QCD_light,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,0,label_X_bb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,1,label_X_cc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,2,label_X_ss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,3,label_X_qq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,4,label_X_bc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,5,label_X_cs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,6,label_X_bq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,7,label_X_cq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,8,label_X_sq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,9,label_X_gg,1,,,,,0.02887253,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,10,label_X_ee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,11,label_X_mm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,12,label_X_tauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,13,label_X_tauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,14,label_X_tauhtauh,1,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,15,label_X_YY_bbbb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,16,label_X_YY_bbcc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,17,label_X_YY_bbss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,18,label_X_YY_bbqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,19,label_X_YY_bbgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,20,label_X_YY_bbee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,21,label_X_YY_bbmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,22,label_X_YY_bbtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,23,label_X_YY_bbtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,24,label_X_YY_bbtauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,25,label_X_YY_bbb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,26,label_X_YY_bbc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,27,label_X_YY_bbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,28,label_X_YY_bbq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,29,label_X_YY_bbg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,30,label_X_YY_bbe,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,31,label_X_YY_bbm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,32,label_X_YY_cccc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,33,label_X_YY_ccss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,34,label_X_YY_ccqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,35,label_X_YY_ccgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,36,label_X_YY_ccee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,37,label_X_YY_ccmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,38,label_X_YY_cctauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,39,label_X_YY_cctauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,40,label_X_YY_cctauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,41,label_X_YY_ccb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,42,label_X_YY_ccc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,43,label_X_YY_ccs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,44,label_X_YY_ccq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,45,label_X_YY_ccg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,46,label_X_YY_cce,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,47,label_X_YY_ccm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,48,label_X_YY_ssss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,49,label_X_YY_ssqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,50,label_X_YY_ssgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,51,label_X_YY_ssee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,52,label_X_YY_ssmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,53,label_X_YY_sstauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,54,label_X_YY_sstauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,55,label_X_YY_sstauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,56,label_X_YY_ssb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,57,label_X_YY_ssc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,58,label_X_YY_sss,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,59,label_X_YY_ssq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,60,label_X_YY_ssg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,61,label_X_YY_sse,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,62,label_X_YY_ssm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,63,label_X_YY_qqqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,64,label_X_YY_qqgg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,65,label_X_YY_qqee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,66,label_X_YY_qqmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,67,label_X_YY_qqtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,68,label_X_YY_qqtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,69,label_X_YY_qqtauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,70,label_X_YY_qqb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,71,label_X_YY_qqc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,72,label_X_YY_qqs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,73,label_X_YY_qqq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,74,label_X_YY_qqg,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,75,label_X_YY_qqe,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,76,label_X_YY_qqm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,77,label_X_YY_gggg,1,,,,,0.00433088,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,78,label_X_YY_ggee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,79,label_X_YY_ggmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,80,label_X_YY_ggtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,81,label_X_YY_ggtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,82,label_X_YY_ggtauhtauh,1,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,83,label_X_YY_ggb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,84,label_X_YY_ggc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
