group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
60,label_X_YY_ssg,1,60,label_X_YY_ssg,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_QQg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
61,label_X_YY_sse,1,61,label_X_YY_sse,none (identity),0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
62,label_X_YY_ssm,1,62,label_X_YY_ssm,none (identity),0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
63,label_X_YY_qqqq,1,63,label_X_YY_qqqq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
64,label_X_YY_qqgg,1,64,label_X_YY_qqgg,none (identity),0.008661758336942398,0,0.03464703334776959,label_X_YY_QQgg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
65,label_X_YY_qqee,1,65,label_X_YY_qqee,none (identity),0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
66,label_X_YY_qqmm,1,66,label_X_YY_qqmm,none (identity),0.011549011115923198,0,0.09239208892738558,label_X_YY_QQll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
67,label_X_YY_qqtauhtaue,1,67,label_X_YY_qqtauhtaue,none (identity),0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
68,label_X_YY_qqtauhtaum,1,68,label_X_YY_qqtauhtaum,none (identity),0.0028872527789807994,0,0.023098022231846396,label_X_YY_QQtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
69,label_X_YY_qqtauhtauh,1,69,label_X_YY_qqtauhtauh,none (identity),0.005774505557961599,0,0.023098022231846396,label_X_YY_QQtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
70,label_X_YY_qqb,1,70,label_X_YY_qqb,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
71,label_X_YY_qqc,1,71,label_X_YY_qqc,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
72,label_X_YY_qqs,1,72,label_X_YY_qqs,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
73,label_X_YY_qqq,1,73,label_X_YY_qqq,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
74,label_X_YY_qqg,1,74,label_X_YY_qqg,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_QQg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
75,label_X_YY_qqe,1,75,label_X_YY_qqe,none (identity),0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
76,label_X_YY_qqm,1,76,label_X_YY_qqm,none (identity),0.0007218131947451999,0,0.005774505557961599,label_X_YY_QQl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
77,label_X_YY_gggg,1,77,label_X_YY_gggg,none (identity),0.004330879168471199,0.004330879168471199,0.004330879168471199,label_X_YY_gggg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
78,label_X_YY_ggee,1,78,label_X_YY_ggee,none (identity),0.011549011115923198,0,0.023098022231846396,label_X_YY_ggll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
79,label_X_YY_ggmm,1,79,label_X_YY_ggmm,none (identity),0.011549011115923198,0,0.023098022231846396,label_X_YY_ggll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
80,label_X_YY_ggtauhtaue,1,80,label_X_YY_ggtauhtaue,none (identity),0.0028872527789807994,0,0.005774505557961599,label_X_YY_ggtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
81,label_X_YY_ggtauhtaum,1,81,label_X_YY_ggtauhtaum,none (identity),0.0028872527789807994,0,0.005774505557961599,label_X_YY_ggtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
82,label_X_YY_ggtauhtauh,1,82,label_X_YY_ggtauhtauh,none (identity),0.005774505557961599,0.005774505557961599,0.005774505557961599,label_X_YY_ggtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
83,label_X_YY_ggb,1,83,label_X_YY_ggb,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
84,label_X_YY_ggc,1,84,label_X_YY_ggc,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
85,label_X_YY_ggs,1,85,label_X_YY_ggs,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
86,label_X_YY_ggq,1,86,label_X_YY_ggq,none (identity),0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
87,label_X_YY_ggg,1,87,label_X_YY_ggg,none (identity),0.0008661758336942399,0.0008661758336942399,0.0008661758336942399,label_X_YY_ggg,1,0,"Native JetClass-II class; identity partition, no contraction applied."
88,label_X_YY_gge,1,88,label_X_YY_gge,none (identity),0.0007218131947451999,0,0.0014436263894903997,label_X_YY_ggl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
89,label_X_YY_ggm,1,89,label_X_YY_ggm,none (identity),0.0007218131947451999,0,0.0014436263894903997,label_X_YY_ggl,1,0,"Native JetClass-II class; identity partition, no contraction applied."
90,label_X_YY_bee,1,90,label_X_YY_bee,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
91,label_X_YY_cee,1,91,label_X_YY_cee,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
92,label_X_YY_see,1,92,label_X_YY_see,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
93,label_X_YY_qee,1,93,label_X_YY_qee,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
94,label_X_YY_gee,1,94,label_X_YY_gee,none (identity),0.0008661758336942399,0,0.0017323516673884798,label_X_YY_gll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
95,label_X_YY_bmm,1,95,label_X_YY_bmm,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
96,label_X_YY_cmm,1,96,label_X_YY_cmm,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
97,label_X_YY_smm,1,97,label_X_YY_smm,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
98,label_X_YY_qmm,1,98,label_X_YY_qmm,none (identity),0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
99,label_X_YY_gmm,1,99,label_X_YY_gmm,none (identity),0.0008661758336942399,0,0.0017323516673884798,label_X_YY_gll,1,0,"Native JetClass-II class; identity partition, no contraction applied."
100,label_X_YY_btauhtaue,1,100,label_X_YY_btauhtaue,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
101,label_X_YY_ctauhtaue,1,101,label_X_YY_ctauhtaue,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
102,label_X_YY_stauhtaue,1,102,label_X_YY_stauhtaue,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
103,label_X_YY_qtauhtaue,1,103,label_X_YY_qtauhtaue,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
104,label_X_YY_gtauhtaue,1,104,label_X_YY_gtauhtaue,none (identity),0.00012992637505413598,0,0.00025985275010827197,label_X_YY_gtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
105,label_X_YY_btauhtaum,1,105,label_X_YY_btauhtaum,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
106,label_X_YY_ctauhtaum,1,106,label_X_YY_ctauhtaum,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
107,label_X_YY_stauhtaum,1,107,label_X_YY_stauhtaum,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
108,label_X_YY_qtauhtaum,1,108,label_X_YY_qtauhtaum,none (identity),0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
109,label_X_YY_gtauhtaum,1,109,label_X_YY_gtauhtaum,none (identity),0.00012992637505413598,0,0.00025985275010827197,label_X_YY_gtauhtaul,1,0,"Native JetClass-II class; identity partition, no contraction applied."
110,label_X_YY_btauhtauh,1,110,label_X_YY_btauhtauh,none (identity),0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
111,label_X_YY_ctauhtauh,1,111,label_X_YY_ctauhtauh,none (identity),0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
112,label_X_YY_stauhtauh,1,112,label_X_YY_stauhtauh,none (identity),0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
113,label_X_YY_qtauhtauh,1,113,label_X_YY_qtauhtauh,none (identity),0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
114,label_X_YY_gtauhtauh,1,114,label_X_YY_gtauhtauh,none (identity),0.0003464703334776959,0.0003464703334776959,0.0003464703334776959,label_X_YY_gtauhtauh,1,0,"Native JetClass-II class; identity partition, no contraction applied."
115,label_X_YY_qqqb,1,115,label_X_YY_qqqb,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
116,label_X_YY_qqqc,1,116,label_X_YY_qqqc,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
117,label_X_YY_qqqs,1,117,label_X_YY_qqqs,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
118,label_X_YY_bbcq,1,118,label_X_YY_bbcq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
119,label_X_YY_ccbs,1,119,label_X_YY_ccbs,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class; identity partition, no contraction applied."
120,label_X_YY_ccbq,1,120,label_X_YY_ccbq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
121,label_X_YY_ccsq,1,121,label_X_YY_ccsq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
122,label_X_YY_sscq,1,122,label_X_YY_sscq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
123,label_X_YY_qqbc,1,123,label_X_YY_qqbc,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
124,label_X_YY_qqbs,1,124,label_X_YY_qqbs,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class; identity partition, no contraction applied."
125,label_X_YY_qqcs,1,125,label_X_YY_qqcs,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
126,label_X_YY_bcsq,1,126,label_X_YY_bcsq,none (identity),0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class; identity partition, no contraction applied."
127,label_X_YY_bcs,1,127,label_X_YY_bcs,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"Native JetClass-II class; identity partition, no contraction applied."
128,label_X_YY_bcq,1,128,label_X_YY_bcq,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
129,label_X_YY_bsq,1,129,label_X_YY_bsq,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"Native JetClass-II class; identity partition, no contraction applied."
130,label_X_YY_csq,1,130,label_X_YY_csq,none (identity),0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class; identity partition, no contraction applied."
131,label_X_YY_bcev,1,131,label_X_YY_bcev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
132,label_X_YY_csev,1,132,label_X_YY_csev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
133,label_X_YY_bqev,1,133,label_X_YY_bqev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
134,label_X_YY_cqev,1,134,label_X_YY_cqev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
135,label_X_YY_sqev,1,135,label_X_YY_sqev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
136,label_X_YY_qqev,1,136,label_X_YY_qqev,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
137,label_X_YY_bcmv,1,137,label_X_YY_bcmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
138,label_X_YY_csmv,1,138,label_X_YY_csmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
139,label_X_YY_bqmv,1,139,label_X_YY_bqmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
140,label_X_YY_cqmv,1,140,label_X_YY_cqmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
141,label_X_YY_sqmv,1,141,label_X_YY_sqmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
142,label_X_YY_qqmv,1,142,label_X_YY_qqmv,none (identity),0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
143,label_X_YY_bctauev,1,143,label_X_YY_bctauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
