group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
10,label_QCD_bccs,1,171,label_QCD_bccs,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
11,label_QCD_bcc,1,172,label_QCD_bcc,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
12,label_QCD_bcss,1,173,label_QCD_bcss,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
13,label_QCD_bcs,1,174,label_QCD_bcs,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
14,label_QCD_bc,1,175,label_QCD_bc,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
15,label_QCD_bss,1,176,label_QCD_bss,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
16,label_QCD_bs,1,177,label_QCD_bs,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
17,label_QCD_b,1,178,label_QCD_b,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
18,label_QCD_ccss,1,179,label_QCD_ccss,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
19,label_QCD_ccs,1,180,label_QCD_ccs,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
20,label_QCD_cc,1,181,label_QCD_cc,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
21,label_QCD_css,1,182,label_QCD_css,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
22,label_QCD_cs,1,183,label_QCD_cs,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
23,label_QCD_c,1,184,label_QCD_c,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
24,label_QCD_ss,1,185,label_QCD_ss,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
25,label_QCD_s,1,186,label_QCD_s,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
26,label_QCD_light,1,187,label_QCD_light,none (identity on indices 161-187),0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, defined by the heavy-flavour partons (pT > 10 GeV) matched within dR < R0 of the jet axis; identity partition, indices 161-187 left unmerged."
