jet_label,class_name,block,topology_code,tokens,n_objects,n_visible_objects,has_b,has_c,has_s,has_g,has_lepton,has_tau,has_nu,leading_heavy_flavour,reweight_group_name,reweight_group_n_classes,reweight_group_weight,reweight_group_stream_share,class_stream_share_nominal,class_stream_share_upper_bound,class_weight_share_frac,class_weight_share_pct,log_class_weight_share,log_class_weight_share_upper_bound,R161_group_id,R161_group_name,L187_group_id,L187_group_name,R45_group_id,R45_group_name,R29_group_id,R29_group_name,R15_group_id,R15_group_name,R9_group_id,R9_group_name,Q27_group_id,Q27_group_name,Q1_group_id,Q1_group_name,L43res_group_id,L43res_group_name,rand42_d1_group_id,rand42_d1_group_name,rand42_d2_group_id,rand42_d2_group_name,rand42_d3_group_id,rand42_d3_group_name,bs_relevant,physics_rationale
10,label_X_ee,res2p,ll,e+e,2,2,0,0,0,0,1,0,0,none,label_X_ll,2,0.08,0.04619604446369279,0.023098022231846396,0.04619604446369279,0.023098022231846396,2.3098022231846396,-3.768008282788778,-3.074861102228833,10,label_X_ee,9,label_X_ee,4,2P_ll,2,2P_ll,3,2P_ll,3,2P_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),10,label_X_ee,0,rand_res2p_04,0,rand_res2p_02,1,rand_res2p_01,0,"two-prong X->electron + electron; topology ll, 2 visible object(s), leading heavy flavour none. Lands in 2P_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
11,label_X_mm,res2p,ll,m+m,2,2,0,0,0,0,1,0,0,none,label_X_ll,2,0.08,0.04619604446369279,0.023098022231846396,0.04619604446369279,0.023098022231846396,2.3098022231846396,-3.768008282788778,-3.074861102228833,11,label_X_mm,10,label_X_mm,4,2P_ll,2,2P_ll,3,2P_ll,3,2P_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),11,label_X_mm,0,rand_res2p_04,1,rand_res2p_04,2,rand_res2p_04,0,"two-prong X->muon + muon; topology ll, 2 visible object(s), leading heavy flavour none. Lands in 2P_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
12,label_X_tauhtaue,res2p,tauhtaul,tauh+taue,2,2,0,0,0,0,1,1,0,none,label_X_tauhtaul,2,0.01,0.005774505557961599,0.0028872527789807994,0.005774505557961599,0.0028872527789807994,0.28872527789807995,-5.847449824468614,-5.154302643908669,12,label_X_tauhtaue,11,label_X_tauhtaue,5,2P_tauhtaul,3,2P_tauhtaul,4,2P_tautau,3,2P_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),12,label_X_tauhtaue,3,rand_res2p_00,1,rand_res2p_04,1,rand_res2p_01,0,"two-prong X->hadronic tau + tau->e; topology tauhtaul, 2 visible object(s), leading heavy flavour none. Lands in 2P_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
13,label_X_tauhtaum,res2p,tauhtaul,tauh+taum,2,2,0,0,0,0,1,1,0,none,label_X_tauhtaul,2,0.01,0.005774505557961599,0.0028872527789807994,0.005774505557961599,0.0028872527789807994,0.28872527789807995,-5.847449824468614,-5.154302643908669,13,label_X_tauhtaum,12,label_X_tauhtaum,5,2P_tauhtaul,3,2P_tauhtaul,4,2P_tautau,3,2P_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),13,label_X_tauhtaum,2,rand_res2p_02,0,rand_res2p_02,3,rand_res2p_00,0,"two-prong X->hadronic tau + tau->mu; topology tauhtaul, 2 visible object(s), leading heavy flavour none. Lands in 2P_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
14,label_X_tauhtauh,res2p,tauhtauh,tauh+tauh,2,2,0,0,0,0,1,1,0,none,label_X_tauhtauh,1,0.015,0.008661758336942398,0.008661758336942398,0.008661758336942398,0.008661758336942398,0.8661758336942399,-4.748837535800504,-4.748837535800504,14,label_X_tauhtauh,13,label_X_tauhtauh,6,2P_tauhtauh,4,2P_tauhtauh,4,2P_tautau,3,2P_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),14,label_X_tauhtauh,1,rand_res2p_01,2,rand_res2p_01,4,rand_res2p_03,0,"two-prong X->hadronic tau + hadronic tau; topology tauhtauh, 2 visible object(s), leading heavy flavour none. Lands in 2P_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
15,label_X_YY_bbbb,res34p,QQQQ,b+b+b+b,4,4,1,0,0,0,0,0,0,b,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,15,label_X_YY_bbbb,14,label_X_YY_bbbb,7,34P_QQQQ_b,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,5,rand_res34p_06,5,rand_res34p_03,5,rand_res34p_09,0,"X->YY with b quark + b quark + b quark + b quark; topology QQQQ, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
16,label_X_YY_bbcc,res34p,QQQQ,b+b+c+c,4,4,1,1,0,0,0,0,0,b,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,16,label_X_YY_bbcc,15,label_X_YY_bbcc,7,34P_QQQQ_b,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,6,rand_res34p_03,6,rand_res34p_05,6,rand_res34p_04,0,"X->YY with b quark + b quark + c quark + c quark; topology QQQQ, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
17,label_X_YY_bbss,res34p,QQQQ,b+b+s+s,4,4,1,0,1,0,0,0,0,b,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,17,label_X_YY_bbss,16,label_X_YY_bbss,7,34P_QQQQ_b,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,5,rand_res34p_06,7,rand_res34p_04,7,rand_res34p_08,1,"X->YY with b quark + b quark + s quark + s quark; topology QQQQ, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
18,label_X_YY_bbqq,res34p,QQQQ,b+b+q+q,4,4,1,0,0,0,0,0,0,b,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,18,label_X_YY_bbqq,17,label_X_YY_bbqq,7,34P_QQQQ_b,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,7,rand_res34p_09,8,rand_res34p_08,8,rand_res34p_07,0,"X->YY with b quark + b quark + light quark (u/d) + light quark (u/d); topology QQQQ, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
19,label_X_YY_bbgg,res34p,QQgg,b+b+g+g,4,4,1,0,0,1,0,0,0,b,label_X_YY_QQgg,4,0.06,0.03464703334776959,0.008661758336942398,0.03464703334776959,0.008661758336942398,0.8661758336942399,-4.748837535800504,-3.362543174680614,19,label_X_YY_bbgg,18,label_X_YY_bbgg,8,34P_QQgg_b,6,34P_QQgg,6,34P_4prong_had_gluon,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,8,rand_res34p_04,9,rand_res34p_00,8,rand_res34p_07,0,"X->YY with b quark + b quark + gluon + gluon; topology QQgg, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
20,label_X_YY_bbee,res34p,QQll,b+b+e+e,4,4,1,0,0,0,1,0,0,b,label_X_YY_QQll,8,0.16,0.09239208892738558,0.011549011115923198,0.09239208892738558,0.011549011115923198,1.1549011115923198,-4.461155463348724,-2.3817139216688874,20,label_X_YY_bbee,19,label_X_YY_bbee,9,34P_QQll_b,7,34P_QQll,7,34P_4prong_lightlep,5,34P_4prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,8,rand_res34p_04,7,rand_res34p_04,8,rand_res34p_07,0,"X->YY with b quark + b quark + electron + electron; topology QQll, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
21,label_X_YY_bbmm,res34p,QQll,b+b+m+m,4,4,1,0,0,0,1,0,0,b,label_X_YY_QQll,8,0.16,0.09239208892738558,0.011549011115923198,0.09239208892738558,0.011549011115923198,1.1549011115923198,-4.461155463348724,-2.3817139216688874,21,label_X_YY_bbmm,20,label_X_YY_bbmm,9,34P_QQll_b,7,34P_QQll,7,34P_4prong_lightlep,5,34P_4prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,5,rand_res34p_06,8,rand_res34p_08,9,rand_res34p_03,0,"X->YY with b quark + b quark + muon + muon; topology QQll, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
22,label_X_YY_bbtauhtaue,res34p,QQtauhtaul,b+b+tauh+taue,4,4,1,0,0,0,1,1,0,b,label_X_YY_QQtauhtaul,8,0.04,0.023098022231846396,0.0028872527789807994,0.023098022231846396,0.0028872527789807994,0.28872527789807995,-5.847449824468614,-3.768008282788778,22,label_X_YY_bbtauhtaue,21,label_X_YY_bbtauhtaue,10,34P_QQtauhtaul_b,8,34P_QQtauhtaul,8,34P_4prong_tau,5,34P_4prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,6,rand_res34p_03,6,rand_res34p_05,9,rand_res34p_03,0,"X->YY with b quark + b quark + hadronic tau + tau->e; topology QQtauhtaul, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
23,label_X_YY_bbtauhtaum,res34p,QQtauhtaul,b+b+tauh+taum,4,4,1,0,0,0,1,1,0,b,label_X_YY_QQtauhtaul,8,0.04,0.023098022231846396,0.0028872527789807994,0.023098022231846396,0.0028872527789807994,0.28872527789807995,-5.847449824468614,-3.768008282788778,23,label_X_YY_bbtauhtaum,22,label_X_YY_bbtauhtaum,10,34P_QQtauhtaul_b,8,34P_QQtauhtaul,8,34P_4prong_tau,5,34P_4prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,5,rand_res34p_06,10,rand_res34p_02,6,rand_res34p_04,0,"X->YY with b quark + b quark + hadronic tau + tau->mu; topology QQtauhtaul, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
24,label_X_YY_bbtauhtauh,res34p,QQtauhtauh,b+b+tauh+tauh,4,4,1,0,0,0,1,1,0,b,label_X_YY_QQtauhtauh,4,0.04,0.023098022231846396,0.005774505557961599,0.023098022231846396,0.005774505557961599,0.5774505557961599,-5.154302643908669,-3.768008282788778,24,label_X_YY_bbtauhtauh,23,label_X_YY_bbtauhtauh,11,34P_QQtauhtauh_b,9,34P_QQtauhtauh,8,34P_4prong_tau,5,34P_4prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,8,rand_res34p_04,10,rand_res34p_02,10,rand_res34p_06,0,"X->YY with b quark + b quark + hadronic tau + hadronic tau; topology QQtauhtauh, 4 visible object(s), leading heavy flavour b. Lands in 34P_4prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
25,label_X_YY_bbb,res34p,QQQ,b+b+b,3,3,1,0,0,0,0,0,0,b,label_X_YY_QQQ,20,0.05,0.028872527789808,0.0014436263894904,0.028872527789808,0.0014436263894904,0.14436263894903997,-6.540597005028559,-3.5448647314745685,25,label_X_YY_bbb,24,label_X_YY_bbb,12,34P_QQQ_b,10,34P_QQQ,9,34P_3prong_had_quarks,6,34P_3prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,9,rand_res34p_08,11,rand_res34p_06,5,rand_res34p_09,0,"X->YY with b quark + b quark + b quark; topology QQQ, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
26,label_X_YY_bbc,res34p,QQQ,b+b+c,3,3,1,1,0,0,0,0,0,b,label_X_YY_QQQ,20,0.05,0.028872527789808,0.0014436263894904,0.028872527789808,0.0014436263894904,0.14436263894903997,-6.540597005028559,-3.5448647314745685,26,label_X_YY_bbc,25,label_X_YY_bbc,12,34P_QQQ_b,10,34P_QQQ,9,34P_3prong_had_quarks,6,34P_3prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,10,rand_res34p_05,12,rand_res34p_07,11,rand_res34p_05,0,"X->YY with b quark + b quark + c quark; topology QQQ, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
27,label_X_YY_bbs,res34p,QQQ,b+b+s,3,3,1,0,1,0,0,0,0,b,label_X_YY_QQQ,20,0.05,0.028872527789808,0.0014436263894904,0.028872527789808,0.0014436263894904,0.14436263894903997,-6.540597005028559,-3.5448647314745685,27,label_X_YY_bbs,26,label_X_YY_bbs,12,34P_QQQ_b,10,34P_QQQ,9,34P_3prong_had_quarks,6,34P_3prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,11,rand_res34p_07,13,rand_res34p_09,6,rand_res34p_04,1,"X->YY with b quark + b quark + s quark; topology QQQ, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
28,label_X_YY_bbq,res34p,QQQ,b+b+q,3,3,1,0,0,0,0,0,0,b,label_X_YY_QQQ,20,0.05,0.028872527789808,0.0014436263894904,0.028872527789808,0.0014436263894904,0.14436263894903997,-6.540597005028559,-3.5448647314745685,28,label_X_YY_bbq,27,label_X_YY_bbq,12,34P_QQQ_b,10,34P_QQQ,9,34P_3prong_had_quarks,6,34P_3prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,7,rand_res34p_09,5,rand_res34p_03,12,rand_res34p_02,0,"X->YY with b quark + b quark + light quark (u/d); topology QQQ, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
29,label_X_YY_bbg,res34p,QQg,b+b+g,3,3,1,0,0,1,0,0,0,b,label_X_YY_QQg,4,0.005,0.0028872527789807994,0.0007218131947451999,0.0028872527789807994,0.0007218131947451999,0.07218131947451999,-7.233744185588505,-5.847449824468614,29,label_X_YY_bbg,28,label_X_YY_bbg,13,34P_QQg_b,11,34P_QQg,10,34P_3prong_had_gluon,6,34P_3prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,8,rand_res34p_04,7,rand_res34p_04,5,rand_res34p_09,0,"X->YY with b quark + b quark + gluon; topology QQg, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
30,label_X_YY_bbe,res34p,QQl,b+b+e,3,3,1,0,0,0,1,0,0,b,label_X_YY_QQl,8,0.01,0.005774505557961599,0.0007218131947451999,0.005774505557961599,0.0007218131947451999,0.07218131947451999,-7.233744185588505,-5.154302643908669,30,label_X_YY_bbe,29,label_X_YY_bbe,14,34P_QQl_b,12,34P_QQl,11,34P_3prong_lightlep,7,34P_3prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,12,rand_res34p_00,11,rand_res34p_06,6,rand_res34p_04,0,"X->YY with b quark + b quark + electron; topology QQl, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
31,label_X_YY_bbm,res34p,QQl,b+b+m,3,3,1,0,0,0,1,0,0,b,label_X_YY_QQl,8,0.01,0.005774505557961599,0.0007218131947451999,0.005774505557961599,0.0007218131947451999,0.07218131947451999,-7.233744185588505,-5.154302643908669,31,label_X_YY_bbm,30,label_X_YY_bbm,14,34P_QQl_b,12,34P_QQl,11,34P_3prong_lightlep,7,34P_3prong_leptonic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,7,rand_res34p_09,12,rand_res34p_07,6,rand_res34p_04,0,"X->YY with b quark + b quark + muon; topology QQl, 3 visible object(s), leading heavy flavour b. Lands in 34P_3prong_leptonic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
32,label_X_YY_cccc,res34p,QQQQ,c+c+c+c,4,4,0,1,0,0,0,0,0,c,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,32,label_X_YY_cccc,31,label_X_YY_cccc,15,34P_QQQQ_nob,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,7,rand_res34p_09,11,rand_res34p_06,8,rand_res34p_07,0,"X->YY with c quark + c quark + c quark + c quark; topology QQQQ, 4 visible object(s), leading heavy flavour c. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
33,label_X_YY_ccss,res34p,QQQQ,c+c+s+s,4,4,0,1,1,0,0,0,0,c,label_X_YY_QQQQ,22,0.32,0.18478417785477116,0.008399280811580508,0.18478417785477116,0.008399280811580508,0.8399280811580507,-4.779609194467258,-1.6885667411089422,33,label_X_YY_ccss,32,label_X_YY_ccss,15,34P_QQQQ_nob,5,34P_QQQQ,5,34P_4prong_had_quarks,4,34P_4prong_hadronic,,n/a (rung partitions the other block),,n/a (rung partitions the other block),15,other_resonant,11,rand_res34p_07,13,rand_res34p_09,6,rand_res34p_04,0,"X->YY with c quark + c quark + s quark + s quark; topology QQQQ, 4 visible object(s), leading heavy flavour c. Lands in 34P_4prong_hadronic at the coarsest resonant rung (R=9) because prong count and hadronic-vs-leptonic character survive every contraction applied above it."
